time,x0,x1,x2,x3,xstar0,xstar1,xstar2,xstar3,xdot0,xdot1,xdot2,xdot3,dx0,dx1,dx2,dx3,u0,u1,u2,ustar0,ustar1,ustar2,du0,du1,du2,z0,z1,z2,solve_time,command_v0,command_v1,gurobiSolveTime_
5.83200,0.64656,-0.00840,-0.46639,4.70230,0.64345,-0.01310,-0.46365,4.71239,0.02520,0.04428,0.04107,0.00000,0.00316,0.00480,-0.00274,-0.01009,19.57948,-0.95465,0.00000,21.17194,-0.00000,0.00000,-1.59246,-0.95465,0.00000,1.00000,-0.00000,-0.00000,0.02889,0.02774,0.04306,0.02791,
5.83400,0.64661,-0.00831,-0.46630,4.70230,0.64350,-0.01301,-0.46365,4.71239,0.02519,0.04431,0.04078,0.00000,0.00316,0.00479,-0.00266,-0.01009,19.57948,-0.95465,0.00000,21.17194,-0.00000,0.00000,-1.59246,-0.95465,0.00000,1.00000,-0.00000,-0.00000,0.02889,0.02773,0.04307,0.02791,
5.83600,0.64666,-0.00822,-0.46622,4.70230,0.64355,-0.01291,-0.46365,4.71239,0.02518,0.04433,0.04054,0.00000,0.00316,0.00478,-0.00258,-0.01009,19.57948,-0.95465,0.00000,21.17194,-0.00000,0.00000,-1.59246,-0.95465,0.00000,1.00000,-0.00000,-0.00000,0.02889,0.02773,0.04307,0.02791,
5.83800,0.64671,-0.00813,-0.46614,4.70230,0.64360,-0.01281,-0.46365,4.71239,0.02517,0.04435,0.04032,0.00000,0.00316,0.00477,-0.00249,-0.01009,19.57948,-0.95465,0.00000,21.17194,-0.00000,0.00000,-1.59246,-0.95465,0.00000,1.00000,-0.00000,-0.00000,0.02889,0.02773,0.04307,0.02791,
5.84000,0.64676,-0.00805,-0.46606,4.70230,0.64365,-0.01271,-0.46365,4.71239,0.02517,0.04436,0.04014,0.00000,0.00317,0.00476,-0.00241,-0.01009,19.57948,-0.95465,0.00000,21.17194,-0.00000,0.00000,-1.59246,-0.95465,0.00000,1.00000,-0.00000,-0.00000,0.02889,0.02772,0.04307,0.02791,
5.84200,0.64681,-0.00796,-0.46598,4.70230,0.64369,-0.01261,-0.46365,4.71239,0.02516,0.04438,0.03999,0.00000,0.00317,0.00475,-0.00233,-0.01009,19.57948,-0.95465,0.00000,21.17194,-0.00000,0.00000,-1.59246,-0.95465,0.00000,1.00000,-0.00000,-0.00000,0.02889,0.02772,0.04308,0.02791,
5.84400,0.64686,-0.00787,-0.46590,4.70230,0.64374,-0.01251,-0.46365,4.71239,0.02516,0.04440,0.03985,0.00000,0.00317,0.00474,-0.00225,-0.01009,19.57948,-0.95465,0.00000,21.17194,-0.00000,0.00000,-1.59246,-0.95465,0.00000,1.00000,-0.00000,-0.00000,0.02889,0.02772,0.04308,0.02791,
5.84600,0.64691,-0.00778,-0.46582,4.70230,0.64379,-0.01241,-0.46365,4.71239,0.02516,0.04441,0.03974,0.00000,0.00317,0.00473,-0.00218,-0.01009,19.57948,-0.95465,0.00000,21.17194,-0.00000,0.00000,-1.59246,-0.95465,0.00000,1.00000,-0.00000,-0.00000,0.02889,0.02771,0.04308,0.02791,
5.84800,0.64696,-0.00769,-0.46574,4.70230,0.64384,-0.01232,-0.46365,4.71239,0.02516,0.04443,0.03965,0.00000,0.00317,0.00472,-0.00210,-0.01009,19.57948,-0.95465,0.00000,21.17194,-0.00000,0.00000,-1.59246,-0.95465,0.00000,1.00000,-0.00000,-0.00000,0.02889,0.02771,0.04308,0.02791,
5.85000,0.64701,-0.00760,-0.46566,4.70230,0.64389,-0.01222,-0.46365,4.71239,0.02516,0.04444,0.03957,0.00000,0.00317,0.00471,-0.00202,-0.01009,19.57948,-0.95465,0.00000,21.17194,-0.00000,0.00000,-1.59246,-0.95465,0.00000,1.00000,-0.00000,-0.00000,0.02889,0.02771,0.04308,0.02791,
5.85200,0.64706,-0.00751,-0.46559,4.70230,0.64394,-0.01212,-0.46365,4.71239,0.02516,0.04446,0.03950,0.00000,0.00317,0.00471,-0.00194,-0.01009,19.57948,-0.95465,0.00000,21.17194,-0.00000,0.00000,-1.59246,-0.95465,0.00000,1.00000,-0.00000,-0.00000,0.02889,0.02770,0.04309,0.02791,
5.85400,0.64711,-0.00742,-0.46551,4.70230,0.64399,-0.01202,-0.46365,4.71239,0.02516,0.04447,0.03944,0.00000,0.00317,0.00470,-0.00186,-0.01009,19.57948,-0.95465,0.00000,21.17194,-0.00000,0.00000,-1.59246,-0.95465,0.00000,1.00000,-0.00000,-0.00000,0.02889,0.02770,0.04309,0.02791,
5.85600,0.64716,-0.00733,-0.46543,4.70230,0.64404,-0.01192,-0.46365,4.71239,0.02516,0.04448,0.03939,0.00000,0.00317,0.00469,-0.00178,-0.01009,19.57948,-0.95465,0.00000,21.17194,-0.00000,0.00000,-1.59246,-0.95465,0.00000,1.00000,-0.00000,-0.00000,0.02889,0.02770,0.04309,0.02791,
5.85800,0.64721,-0.00725,-0.46535,4.70230,0.64409,-0.01182,-0.46365,4.71239,0.02516,0.04450,0.03935,0.00000,0.00318,0.00468,-0.00170,-0.01009,19.57948,-0.95465,0.00000,21.17194,-0.00000,0.00000,-1.59246,-0.95465,0.00000,1.00000,-0.00000,-0.00000,0.02889,0.02769,0.04309,0.02791,
5.86000,0.64726,-0.00716,-0.46527,4.70230,0.64414,-0.01173,-0.46365,4.71239,0.02516,0.04451,0.03932,0.00000,0.00318,0.00467,-0.00162,-0.01009,19.57948,-0.95465,0.00000,21.17194,-0.00000,0.00000,-1.59246,-0.95465,0.00000,1.00000,-0.00000,-0.00000,0.02889,0.02769,0.04310,0.02791,
5.86200,0.64731,-0.00707,-0.46519,4.70230,0.64419,-0.01163,-0.46365,4.71239,0.02516,0.04452,0.03929,0.00000,0.00318,0.00466,-0.00154,-0.01009,19.57948,-0.95465,0.00000,21.17194,-0.00000,0.00000,-1.59246,-0.95465,0.00000,1.00000,-0.00000,-0.00000,0.02889,0.02769,0.04310,0.02791,
5.86400,0.64736,-0.00698,-0.46511,4.70230,0.64424,-0.01153,-0.46365,4.71239,0.02516,0.04454,0.03927,0.00000,0.00318,0.00465,-0.00147,-0.01009,19.57948,-0.95465,0.00000,21.17194,-0.00000,0.00000,-1.59246,-0.95465,0.00000,1.00000,-0.00000,-0.00000,0.02889,0.02768,0.04310,0.02791,
5.86600,0.64742,-0.00689,-0.46503,4.70230,0.64428,-0.01143,-0.46365,4.71239,0.02517,0.04455,0.03926,0.00000,0.00318,0.00464,-0.00139,-0.01009,19.61360,-0.91796,0.00000,21.17194,-0.00000,0.00000,-1.55834,-0.91796,0.00000,1.00000,-0.00000,-0.00000,0.03451,0.02768,0.04310,0.03347,
5.86800,0.64747,-0.00680,-0.46496,4.70230,0.64433,-0.01133,-0.46365,4.71239,0.02516,0.04459,0.03897,0.00000,0.00318,0.00463,-0.00131,-0.01009,19.61360,-0.91796,0.00000,21.17194,-0.00000,0.00000,-1.55834,-0.91796,0.00000,1.00000,-0.00000,-0.00000,0.03451,0.02750,0.04329,0.03347,
5.87000,0.64752,-0.00671,-0.46488,4.70230,0.64438,-0.01123,-0.46365,4.71239,0.02516,0.04462,0.03874,0.00000,0.00318,0.00462,-0.00123,-0.01009,19.61360,-0.91796,0.00000,21.17194,-0.00000,0.00000,-1.55834,-0.91796,0.00000,1.00000,-0.00000,-0.00000,0.03451,0.02750,0.04329,0.03347,
5.87200,0.64757,-0.00662,-0.46480,4.70230,0.64443,-0.01114,-0.46365,4.71239,0.02516,0.04465,0.03853,0.00000,0.00318,0.00461,-0.00115,-0.01009,19.61360,-0.91796,0.00000,21.17194,-0.00000,0.00000,-1.55834,-0.91796,0.00000,1.00000,-0.00000,-0.00000,0.03451,0.02750,0.04330,0.03347,
5.87400,0.64762,-0.00653,-0.46473,4.70230,0.64448,-0.01104,-0.46365,4.71239,0.02516,0.04468,0.03836,0.00000,0.00318,0.00460,-0.00108,-0.01009,19.61360,-0.91796,0.00000,21.17194,-0.00000,0.00000,-1.55834,-0.91796,0.00000,1.00000,-0.00000,-0.00000,0.03451,0.02749,0.04330,0.03347,
5.87600,0.64767,-0.00644,-0.46465,4.70230,0.64453,-0.01094,-0.46365,4.71239,0.02516,0.04471,0.03822,0.00000,0.00319,0.00459,-0.00100,-0.01009,19.61360,-0.91796,0.00000,21.17194,-0.00000,0.00000,-1.55834,-0.91796,0.00000,1.00000,-0.00000,-0.00000,0.03451,0.02749,0.04330,0.03347,
5.87800,0.64772,-0.00635,-0.46457,4.70230,0.64458,-0.01084,-0.46365,4.71239,0.02516,0.04474,0.03810,0.00000,0.00319,0.00459,-0.00093,-0.01009,19.61360,-0.91796,0.00000,21.17194,-0.00000,0.00000,-1.55834,-0.91796,0.00000,1.00000,-0.00000,-0.00000,0.03451,0.02749,0.04330,0.03347,
5.88000,0.64777,-0.00626,-0.46450,4.70230,0.64463,-0.01074,-0.46365,4.71239,0.02517,0.04477,0.03799,0.00000,0.00319,0.00458,-0.00085,-0.01009,19.61360,-0.91796,0.00000,21.17194,-0.00000,0.00000,-1.55834,-0.91796,0.00000,1.00000,-0.00000,-0.00000,0.03451,0.02748,0.04330,0.03347,
5.88200,0.64782,-0.00617,-0.46442,4.70230,0.64468,-0.01064,-0.46365,4.71239,0.02518,0.04480,0.03791,0.00000,0.00319,0.00457,-0.00077,-0.01009,19.61360,-0.91796,0.00000,21.17194,-0.00000,0.00000,-1.55834,-0.91796,0.00000,1.00000,-0.00000,-0.00000,0.03451,0.02748,0.04331,0.03347,
5.88400,0.64787,-0.00608,-0.46435,4.70230,0.64473,-0.01055,-0.46365,4.71239,0.02518,0.04483,0.03784,0.00000,0.00319,0.00456,-0.00070,-0.01009,19.61360,-0.91796,0.00000,21.17194,-0.00000,0.00000,-1.55834,-0.91796,0.00000,1.00000,-0.00000,-0.00000,0.03451,0.02748,0.04331,0.03347,
5.88600,0.64792,-0.00599,-0.46427,4.70230,0.64478,-0.01045,-0.46365,4.71239,0.02519,0.04486,0.03778,0.00000,0.00319,0.00455,-0.00062,-0.01009,19.61360,-0.91796,0.00000,21.17194,-0.00000,0.00000,-1.55834,-0.91796,0.00000,1.00000,-0.00000,-0.00000,0.03451,0.02747,0.04331,0.03347,
5.88800,0.64797,-0.00591,-0.46419,4.70230,0.64483,-0.01035,-0.46365,4.71239,0.02520,0.04488,0.03773,0.00000,0.00319,0.00454,-0.00055,-0.01009,19.61360,-0.91796,0.00000,21.17194,-0.00000,0.00000,-1.55834,-0.91796,0.00000,1.00000,-0.00000,-0.00000,0.03451,0.02747,0.04331,0.03347,
5.89000,0.64802,-0.00582,-0.46412,4.70230,0.64487,-0.01025,-0.46365,4.71239,0.02521,0.04491,0.03770,0.00000,0.00319,0.00453,-0.00047,-0.01009,19.61360,-0.91796,0.00000,21.17194,-0.00000,0.00000,-1.55834,-0.91796,0.00000,1.00000,-0.00000,-0.00000,0.03451,0.02747,0.04331,0.03347,
5.89200,0.64807,-0.00573,-0.46404,4.70230,0.64492,-0.01015,-0.46365,4.71239,0.02521,0.04494,0.03767,0.00000,0.00319,0.00452,-0.00040,-0.01009,19.61360,-0.91796,0.00000,21.17194,-0.00000,0.00000,-1.55834,-0.91796,0.00000,1.00000,-0.00000,-0.00000,0.03451,0.02746,0.04332,0.03347,
5.89400,0.64812,-0.00564,-0.46397,4.70230,0.64497,-0.01005,-0.46365,4.71239,0.02522,0.04496,0.03764,0.00000,0.00320,0.00452,-0.00032,-0.01009,19.61360,-0.91796,0.00000,21.17194,-0.00000,0.00000,-1.55834,-0.91796,0.00000,1.00000,-0.00000,-0.00000,0.03451,0.02746,0.04332,0.03347,
5.89600,0.64817,-0.00555,-0.46389,4.70230,0.64502,-0.00996,-0.46365,4.71239,0.02523,0.04499,0.03763,0.00000,0.00320,0.00451,-0.00025,-0.01009,19.61360,-0.91796,0.00000,21.17194,-0.00000,0.00000,-1.55834,-0.91796,0.00000,1.00000,-0.00000,-0.00000,0.03451,0.02746,0.04332,0.03347,
5.89800,0.64822,-0.00546,-0.46382,4.70230,0.64507,-0.00986,-0.46365,4.71239,0.02524,0.04502,0.03761,0.00000,0.00320,0.00450,-0.00017,-0.01009,19.65294,-0.87596,0.00000,21.17194,-0.00000,0.00000,-1.51900,-0.87596,0.00000,1.00000,-0.00000,-0.00000,0.03072,0.02745,0.04332,0.02881,
5.90000,0.64827,-0.00537,-0.46374,4.70230,0.64512,-0.00976,-0.46365,4.71239,0.02524,0.04507,0.03730,0.00000,0.00320,0.00449,-0.00010,-0.01009,19.65294,-0.87596,0.00000,21.17194,-0.00000,0.00000,-1.51900,-0.87596,0.00000,1.00000,-0.00000,-0.00000,0.03072,0.02725,0.04354,0.02881,
5.90200,0.64832,-0.00528,-0.46367,4.70230,0.64517,-0.00966,-0.46365,4.71239,0.02524,0.04512,0.03704,0.00000,0.00320,0.00448,-0.00002,-0.01009,19.65294,-0.87596,0.00000,21.17194,-0.00000,0.00000,-1.51900,-0.87596,0.00000,1.00000,-0.00000,-0.00000,0.03072,0.02725,0.04354,0.02881,
5.90400,0.64837,-0.00518,-0.46360,4.70230,0.64522,-0.00956,-0.46365,4.71239,0.02525,0.04517,0.03681,0.00000,0.00320,0.00448,0.00005,-0.01009,19.65294,-0.87596,0.00000,21.17194,-0.00000,0.00000,-1.51900,-0.87596,0.00000,1.00000,-0.00000,-0.00000,0.03072,0.02725,0.04354,0.02881,
5.90600,0.64842,-0.00509,-0.46352,4.70230,0.64527,-0.00946,-0.46365,4.71239,0.02526,0.04522,0.03662,0.00000,0.00320,0.00447,0.00013,-0.01009,19.65294,-0.87596,0.00000,21.17194,-0.00000,0.00000,-1.51900,-0.87596,0.00000,1.00000,-0.00000,-0.00000,0.03072,0.02724,0.04355,0.02881,
5.90800,0.64847,-0.00500,-0.46345,4.70230,0.64532,-0.00936,-0.46365,4.71239,0.02527,0.04526,0.03646,0.00000,0.00321,0.00446,0.00020,-0.01009,19.65294,-0.87596,0.00000,21.17194,-0.00000,0.00000,-1.51900,-0.87596,0.00000,1.00000,-0.00000,-0.00000,0.03072,0.02724,0.04355,0.02881,
5.91000,0.64852,-0.00491,-0.46338,4.70230,0.64537,-0.00927,-0.46365,4.71239,0.02528,0.04531,0.03633,0.00000,0.00321,0.00445,0.00027,-0.01009,19.65294,-0.87596,0.00000,21.17194,-0.00000,0.00000,-1.51900,-0.87596,0.00000,1.00000,-0.00000,-0.00000,0.03072,0.02724,0.04355,0.02881,
5.91200,0.64857,-0.00482,-0.46330,4.70230,0.64542,-0.00917,-0.46365,4.71239,0.02529,0.04535,0.03622,0.00000,0.00321,0.00444,0.00034,-0.01009,19.65294,-0.87596,0.00000,21.17194,-0.00000,0.00000,-1.51900,-0.87596,0.00000,1.00000,-0.00000,-0.00000,0.03072,0.02723,0.04355,0.02881,
5.91400,0.64863,-0.00473,-0.46323,4.70230,0.64547,-0.00907,-0.46365,4.71239,0.02531,0.04540,0.03613,0.00000,0.00321,0.00444,0.00042,-0.01009,19.65294,-0.87596,0.00000,21.17194,-0.00000,0.00000,-1.51900,-0.87596,0.00000,1.00000,-0.00000,-0.00000,0.03072,0.02723,0.04355,0.02881,
5.91600,0.64868,-0.00464,-0.46316,4.70230,0.64551,-0.00897,-0.46365,4.71239,0.02532,0.04544,0.03606,0.00000,0.00321,0.00443,0.00049,-0.01009,19.65294,-0.87596,0.00000,21.17194,-0.00000,0.00000,-1.51900,-0.87596,0.00000,1.00000,-0.00000,-0.00000,0.03072,0.02723,0.04356,0.02881,
5.91800,0.64873,-0.00455,-0.46309,4.70230,0.64556,-0.00887,-0.46365,4.71239,0.02534,0.04548,0.03600,0.00000,0.00321,0.00442,0.00056,-0.01009,19.65294,-0.87596,0.00000,21.17194,-0.00000,0.00000,-1.51900,-0.87596,0.00000,1.00000,-0.00000,-0.00000,0.03072,0.02722,0.04356,0.02881,
5.92000,0.64878,-0.00446,-0.46302,4.70230,0.64561,-0.00877,-0.46365,4.71239,0.02536,0.04553,0.03595,0.00000,0.00321,0.00441,0.00063,-0.01009,19.65294,-0.87596,0.00000,21.17194,-0.00000,0.00000,-1.51900,-0.87596,0.00000,1.00000,-0.00000,-0.00000,0.03072,0.02722,0.04356,0.02881,
5.92200,0.64883,-0.00437,-0.46294,4.70230,0.64566,-0.00868,-0.46365,4.71239,0.02537,0.04557,0.03592,0.00000,0.00322,0.00441,0.00070,-0.01009,19.65294,-0.87596,0.00000,21.17194,-0.00000,0.00000,-1.51900,-0.87596,0.00000,1.00000,-0.00000,-0.00000,0.03072,0.02722,0.04356,0.02881,
5.92400,0.64888,-0.00428,-0.46287,4.70230,0.64571,-0.00858,-0.46365,4.71239,0.02539,0.04561,0.03589,0.00000,0.00322,0.00440,0.00078,-0.01009,19.65294,-0.87596,0.00000,21.17194,-0.00000,0.00000,-1.51900,-0.87596,0.00000,1.00000,-0.00000,-0.00000,0.03072,0.02721,0.04356,0.02881,
5.92600,0.64893,-0.00419,-0.46280,4.70230,0.64576,-0.00848,-0.46365,4.71239,0.02541,0.04565,0.03587,0.00000,0.00322,0.00439,0.00085,-0.01009,19.65294,-0.87596,0.00000,21.17194,-0.00000,0.00000,-1.51900,-0.87596,0.00000,1.00000,-0.00000,-0.00000,0.03072,0.02721,0.04357,0.02881,
5.92800,0.64898,-0.00409,-0.46273,4.70230,0.64581,-0.00838,-0.46365,4.71239,0.02542,0.04569,0.03586,0.00000,0.00322,0.00439,0.00092,-0.01009,19.65294,-0.87596,0.00000,21.17194,-0.00000,0.00000,-1.51900,-0.87596,0.00000,1.00000,-0.00000,-0.00000,0.03072,0.02721,0.04357,0.02881,
5.93000,0.64903,-0.00400,-0.46266,4.70230,0.64586,-0.00828,-0.46365,4.71239,0.02544,0.04574,0.03585,0.00000,0.00322,0.00438,0.00099,-0.01009,19.68484,-0.83985,0.00000,21.17194,-0.00000,0.00000,-1.48710,-0.83985,0.00000,1.00000,-0.00000,-0.00000,0.03131,0.02720,0.04357,0.02930,
5.93200,0.64908,-0.00391,-0.46259,4.70230,0.64591,-0.00818,-0.46365,4.71239,0.02545,0.04580,0.03559,0.00000,0.00322,0.00437,0.00106,-0.01009,19.68484,-0.83985,0.00000,21.17194,-0.00000,0.00000,-1.48710,-0.83985,0.00000,1.00000,-0.00000,-0.00000,0.03131,0.02703,0.04375,0.02930,
5.93400,0.64913,-0.00382,-0.46252,4.70230,0.64596,-0.00809,-0.46365,4.71239,0.02546,0.04586,0.03537,0.00000,0.00323,0.00437,0.00113,-0.01009,19.68484,-0.83985,0.00000,21.17194,-0.00000,0.00000,-1.48710,-0.83985,0.00000,1.00000,-0.00000,-0.00000,0.03131,0.02703,0.04375,0.02930,
5.93600,0.64918,-0.00373,-0.46245,4.70230,0.64601,-0.00799,-0.46365,4.71239,0.02548,0.04592,0.03518,0.00000,0.00323,0.00436,0.00120,-0.01009,19.68484,-0.83985,0.00000,21.17194,-0.00000,0.00000,-1.48710,-0.83985,0.00000,1.00000,-0.00000,-0.00000,0.03131,0.02702,0.04376,0.02930,
5.93800,0.64924,-0.00364,-0.46237,4.70230,0.64606,-0.00789,-0.46365,4.71239,0.02549,0.04598,0.03502,0.00000,0.00323,0.00435,0.00127,-0.01009,19.68484,-0.83985,0.00000,21.17194,-0.00000,0.00000,-1.48710,-0.83985,0.00000,1.00000,-0.00000,-0.00000,0.03131,0.02702,0.04376,0.02930,
5.94000,0.64929,-0.00354,-0.46231,4.70230,0.64610,-0.00779,-0.46365,4.71239,0.02551,0.04604,0.03489,0.00000,0.00323,0.00435,0.00134,-0.01009,19.68484,-0.83985,0.00000,21.17194,-0.00000,0.00000,-1.48710,-0.83985,0.00000,1.00000,-0.00000,-0.00000,0.03131,0.02702,0.04376,0.02930,
5.94200,0.64934,-0.00345,-0.46224,4.70230,0.64615,-0.00769,-0.46365,4.71239,0.02553,0.04610,0.03479,0.00000,0.00323,0.00434,0.00141,-0.01009,19.68484,-0.83985,0.00000,21.17194,-0.00000,0.00000,-1.48710,-0.83985,0.00000,1.00000,-0.00000,-0.00000,0.03131,0.02701,0.04376,0.02930,
5.94400,0.64939,-0.00336,-0.46217,4.70230,0.64620,-0.00759,-0.46365,4.71239,0.02555,0.04615,0.03470,0.00000,0.00323,0.00433,0.00148,-0.01009,19.68484,-0.83985,0.00000,21.17194,-0.00000,0.00000,-1.48710,-0.83985,0.00000,1.00000,-0.00000,-0.00000,0.03131,0.02701,0.04376,0.02930,
5.94600,0.64944,-0.00327,-0.46210,4.70230,0.64625,-0.00750,-0.46365,4.71239,0.02557,0.04621,0.03463,0.00000,0.00324,0.00433,0.00155,-0.01009,19.68484,-0.83985,0.00000,21.17194,-0.00000,0.00000,-1.48710,-0.83985,0.00000,1.00000,-0.00000,-0.00000,0.03131,0.02701,0.04377,0.02930,
5.94800,0.64949,-0.00317,-0.46203,4.70230,0.64630,-0.00740,-0.46365,4.71239,0.02560,0.04626,0.03457,0.00000,0.00324,0.00432,0.00162,-0.01009,19.68484,-0.83985,0.00000,21.17194,-0.00000,0.00000,-1.48710,-0.83985,0.00000,1.00000,-0.00000,-0.00000,0.03131,0.02701,0.04377,0.02930,
5.95000,0.64954,-0.00308,-0.46196,4.70230,0.64635,-0.00730,-0.46365,4.71239,0.02562,0.04632,0.03453,0.00000,0.00324,0.00432,0.00169,-0.01009,19.68484,-0.83985,0.00000,21.17194,-0.00000,0.00000,-1.48710,-0.83985,0.00000,1.00000,-0.00000,-0.00000,0.03131,0.02700,0.04377,0.02930,
5.95200,0.64959,-0.00299,-0.46189,4.70230,0.64640,-0.00720,-0.46365,4.71239,0.02564,0.04637,0.03450,0.00000,0.00324,0.00431,0.00176,-0.01009,19.68484,-0.83985,0.00000,21.17194,-0.00000,0.00000,-1.48710,-0.83985,0.00000,1.00000,-0.00000,-0.00000,0.03131,0.02700,0.04377,0.02930,
5.95400,0.64964,-0.00290,-0.46182,4.70230,0.64645,-0.00710,-0.46365,4.71239,0.02567,0.04643,0.03448,0.00000,0.00324,0.00430,0.00183,-0.01009,19.68484,-0.83985,0.00000,21.17194,-0.00000,0.00000,-1.48710,-0.83985,0.00000,1.00000,-0.00000,-0.00000,0.03131,0.02700,0.04377,0.02930,
5.95600,0.64970,-0.00280,-0.46175,4.70230,0.64650,-0.00700,-0.46365,4.71239,0.02569,0.04648,0.03446,0.00000,0.00325,0.00430,0.00190,-0.01009,19.68484,-0.83985,0.00000,21.17194,-0.00000,0.00000,-1.48710,-0.83985,0.00000,1.00000,-0.00000,-0.00000,0.03131,0.02699,0.04377,0.02930,
5.95800,0.64975,-0.00271,-0.46168,4.70230,0.64655,-0.00691,-0.46365,4.71239,0.02571,0.04654,0.03446,0.00000,0.00325,0.00429,0.00196,-0.01009,19.68484,-0.83985,0.00000,21.17194,-0.00000,0.00000,-1.48710,-0.83985,0.00000,1.00000,-0.00000,-0.00000,0.03131,0.02699,0.04378,0.02930,
5.96000,0.64980,-0.00262,-0.46161,4.70230,0.64660,-0.00681,-0.46365,4.71239,0.02574,0.04659,0.03446,0.00000,0.00325,0.00429,0.00203,-0.01009,19.68484,-0.83985,0.00000,21.17194,-0.00000,0.00000,-1.48710,-0.83985,0.00000,1.00000,-0.00000,-0.00000,0.03131,0.02699,0.04378,0.02930,
5.96200,0.64985,-0.00252,-0.46155,4.70230,0.64665,-0.00671,-0.46365,4.71239,0.02576,0.04664,0.03446,0.00000,0.00325,0.00428,0.00210,-0.01009,19.68484,-0.83985,0.00000,21.17194,-0.00000,0.00000,-1.48710,-0.83985,0.00000,1.00000,-0.00000,-0.00000,0.03131,0.02698,0.04378,0.02930,
5.96400,0.64990,-0.00243,-0.46148,4.70230,0.64670,-0.00661,-0.46365,4.71239,0.02579,0.04670,0.03447,0.00000,0.00326,0.00428,0.00217,-0.01009,19.71150,-0.80501,0.00000,21.17194,-0.00000,0.00000,-1.46045,-0.80501,0.00000,1.00000,-0.00000,-0.00000,0.03338,0.02698,0.04378,0.03179,
5.96600,0.64995,-0.00234,-0.46141,4.70230,0.64674,-0.00651,-0.46365,4.71239,0.02580,0.04677,0.03423,0.00000,0.00326,0.00427,0.00224,-0.01009,19.71150,-0.80501,0.00000,21.17194,-0.00000,0.00000,-1.46045,-0.80501,0.00000,1.00000,-0.00000,-0.00000,0.03338,0.02681,0.04395,0.03179,
5.96800,0.65001,-0.00224,-0.46134,4.70230,0.64679,-0.00641,-0.46365,4.71239,0.02582,0.04684,0.03403,0.00000,0.00326,0.00427,0.00231,-0.01009,19.71150,-0.80501,0.00000,21.17194,-0.00000,0.00000,-1.46045,-0.80501,0.00000,1.00000,-0.00000,-0.00000,0.03338,0.02680,0.04395,0.03179,
5.97000,0.65006,-0.00215,-0.46127,4.70230,0.64684,-0.00631,-0.46365,4.71239,0.02584,0.04691,0.03386,0.00000,0.00326,0.00426,0.00238,-0.01009,19.71150,-0.80501,0.00000,21.17194,-0.00000,0.00000,-1.46045,-0.80501,0.00000,1.00000,-0.00000,-0.00000,0.03338,0.02680,0.04395,0.03179,
5.97200,0.65011,-0.00205,-0.46120,4.70230,0.64689,-0.00622,-0.46365,4.71239,0.02586,0.04698,0.03372,0.00000,0.00327,0.00426,0.00244,-0.01009,19.71150,-0.80501,0.00000,21.17194,-0.00000,0.00000,-1.46045,-0.80501,0.00000,1.00000,-0.00000,-0.00000,0.03338,0.02680,0.04395,0.03179,
5.97400,0.65016,-0.00196,-0.46114,4.70230,0.64694,-0.00612,-0.46365,4.71239,0.02589,0.04705,0.03360,0.00000,0.00327,0.00426,0.00251,-0.01009,19.71150,-0.80501,0.00000,21.17194,-0.00000,0.00000,-1.46045,-0.80501,0.00000,1.00000,-0.00000,-0.00000,0.03338,0.02679,0.04396,0.03179,
5.97600,0.65021,-0.00187,-0.46107,4.70230,0.64699,-0.00602,-0.46365,4.71239,0.02591,0.04712,0.03351,0.00000,0.00327,0.00425,0.00258,-0.01009,19.71150,-0.80501,0.00000,21.17194,-0.00000,0.00000,-1.46045,-0.80501,0.00000,1.00000,-0.00000,-0.00000,0.03338,0.02679,0.04396,0.03179,
5.97800,0.65026,-0.00177,-0.46100,4.70230,0.64704,-0.00592,-0.46365,4.71239,0.02594,0.04719,0.03343,0.00000,0.00327,0.00425,0.00264,-0.01009,19.71150,-0.80501,0.00000,21.17194,-0.00000,0.00000,-1.46045,-0.80501,0.00000,1.00000,-0.00000,-0.00000,0.03338,0.02679,0.04396,0.03179,
5.98000,0.65032,-0.00168,-0.46094,4.70230,0.64709,-0.00582,-0.46365,4.71239,0.02597,0.04725,0.03337,0.00000,0.00328,0.00424,0.00271,-0.01009,19.71150,-0.80501,0.00000,21.17194,-0.00000,0.00000,-1.46045,-0.80501,0.00000,1.00000,-0.00000,-0.00000,0.03338,0.02679,0.04396,0.03179,
5.98200,0.65037,-0.00158,-0.46087,4.70230,0.64714,-0.00572,-0.46365,4.71239,0.02599,0.04732,0.03333,0.00000,0.00328,0.00424,0.00278,-0.01009,19.71150,-0.80501,0.00000,21.17194,-0.00000,0.00000,-1.46045,-0.80501,0.00000,1.00000,-0.00000,-0.00000,0.03338,0.02678,0.04396,0.03179,
5.98400,0.65042,-0.00149,-0.46080,4.70230,0.64719,-0.00563,-0.46365,4.71239,0.02602,0.04738,0.03329,0.00000,0.00328,0.00424,0.00284,-0.01009,19.71150,-0.80501,0.00000,21.17194,-0.00000,0.00000,-1.46045,-0.80501,0.00000,1.00000,-0.00000,-0.00000,0.03338,0.02678,0.04396,0.03179,
5.98600,0.65047,-0.00139,-0.46074,4.70230,0.64724,-0.00553,-0.46365,4.71239,0.02605,0.04745,0.03327,0.00000,0.00329,0.00423,0.00291,-0.01009,19.71150,-0.80501,0.00000,21.17194,-0.00000,0.00000,-1.46045,-0.80501,0.00000,1.00000,-0.00000,-0.00000,0.03338,0.02678,0.04397,0.03179,
